duration,pdays,emp.var.rate,euribor3m,nr.employed,y
172.0,999.0,1.1,4.86,5191.0,0
59.0,999.0,-3.4,0.737,5017.5,0
843.0,999.0,1.1,4.857,5191.0,0
582.0,999.0,1.1,4.859,5191.0,0
295.0,999.0,-0.1,4.191,5195.8,0
65.0,999.0,-3.4,0.728,5017.5,0
352.0,999.0,1.1,4.857,5191.0,0
15.0,999.0,-1.8,1.25,5099.1,0
761.0,999.0,-2.9,1.266,5076.2,0
145.0,999.0,-1.8,1.405,5099.1,0
155.0,999.0,-1.8,1.281,5099.1,0
541.0,999.0,-1.8,1.405,5099.1,1
162.0,999.0,-1.8,1.266,5099.1,0
158.0,999.0,1.4,4.959,5228.1,0
86.0,999.0,-1.8,1.757,5099.1,0
148.0,999.0,1.4,4.97,5228.1,0
121.0,999.0,1.4,4.961,5228.1,0
111.0,999.0,1.4,4.963,5228.1,0
193.0,999.0,1.4,4.961,5228.1,0
118.0,999.0,1.4,4.963,5228.1,0
92.0,999.0,1.4,4.963,5228.1,0
2486.0,999.0,-1.8,0.654,5008.7,1
1017.0,999.0,1.4,4.96,5228.1,1
242.0,999.0,-1.8,1.299,5099.1,0
213.0,999.0,-1.8,1.405,5099.1,1
412.0,999.0,1.4,4.957,5228.1,0
260.0,3.0,-3.4,0.773,5017.5,1
289.0,999.0,-2.9,0.884,5076.2,1
82.0,999.0,-0.1,4.153,5195.8,0
106.0,999.0,1.4,4.961,5228.1,0
251.0,999.0,1.4,4.964,5228.1,0
174.0,999.0,1.1,4.86,5191.0,0
99.0,999.0,1.4,4.961,5228.1,0
1389.0,999.0,1.4,4.957,5228.1,0
107.0,999.0,1.1,4.857,5191.0,0
109.0,999.0,1.4,4.965,5228.1,0
73.0,999.0,1.4,4.962,5228.1,0
143.0,7.0,-3.4,0.722,5017.5,0
157.0,999.0,-1.1,0.879,4963.6,0
17.0,999.0,-1.8,1.266,5099.1,0
334.0,999.0,1.1,4.857,5191.0,0
72.0,999.0,-1.8,1.266,5099.1,0
978.0,999.0,1.4,4.957,5228.1,1
27.0,999.0,1.4,4.947,5228.1,0
37.0,999.0,1.4,4.962,5228.1,0
409.0,999.0,1.4,4.963,5228.1,0
336.0,999.0,1.1,4.858,5191.0,0
300.0,999.0,1.1,4.857,5191.0,0
82.0,5.0,-0.1,4.021,5195.8,0
509.0,2.0,-1.8,1.365,5099.1,1
148.0,999.0,1.4,4.968,5228.1,0
251.0,999.0,1.4,4.957,5228.1,0
522.0,6.0,-1.7,0.737,4991.6,1
174.0,999.0,1.4,4.961,5228.1,0
127.0,999.0,1.4,4.962,5228.1,0
76.0,3.0,-1.8,1.354,5099.1,0
296.0,999.0,1.1,4.856,5191.0,0
92.0,999.0,1.4,4.961,5228.1,0
611.0,999.0,1.1,4.857,5191.0,0
85.0,999.0,-1.8,1.372,5099.1,0
206.0,999.0,1.1,4.857,5191.0,0
389.0,999.0,1.1,4.855,5191.0,0
569.0,999.0,1.4,4.961,5228.1,0
77.0,999.0,1.4,4.964,5228.1,0
84.0,999.0,-0.1,4.12,5195.8,0
31.0,999.0,1.4,4.963,5228.1,0
37.0,999.0,1.4,4.962,5228.1,0
107.0,999.0,1.1,4.859,5191.0,0
180.0,999.0,1.1,4.855,5191.0,0
206.0,999.0,1.1,4.855,5191.0,0
91.0,999.0,-2.9,0.944,5076.2,0
55.0,999.0,1.4,4.968,5228.1,0
49.0,999.0,-0.1,4.021,5195.8,0
209.0,999.0,1.1,4.855,5191.0,0
150.0,999.0,-1.8,1.334,5099.1,0
64.0,999.0,1.1,4.858,5191.0,0
73.0,999.0,-1.8,1.244,5099.1,0
212.0,999.0,1.4,4.96,5228.1,0
167.0,999.0,-0.1,4.076,5195.8,0
125.0,999.0,1.4,4.958,5228.1,0
235.0,999.0,1.1,4.857,5191.0,0
399.0,999.0,-1.8,1.41,5099.1,0
111.0,999.0,-2.9,1.26,5076.2,0
209.0,999.0,-1.7,0.702,4991.6,0
26.0,999.0,1.4,4.959,5228.1,0
81.0,999.0,-1.8,1.405,5099.1,0
114.0,999.0,1.1,4.857,5191.0,0
630.0,999.0,1.4,4.962,5228.1,0
642.0,999.0,1.4,4.957,5228.1,0
240.0,999.0,1.4,4.959,5228.1,0
232.0,999.0,-0.1,4.153,5195.8,0
107.0,999.0,1.4,4.961,5228.1,0
270.0,999.0,1.4,4.962,5228.1,0
79.0,999.0,-1.1,0.977,4963.6,0
136.0,999.0,1.4,4.962,5228.1,0
292.0,999.0,1.1,4.859,5191.0,0
279.0,3.0,-1.1,0.877,4963.6,1
175.0,999.0,1.1,4.855,5191.0,0
68.0,999.0,1.4,4.864,5228.1,0
230.0,999.0,1.4,4.865,5228.1,0
80.0,999.0,1.4,4.968,5228.1,0
438.0,999.0,1.4,4.963,5228.1,0
1441.0,999.0,1.4,4.962,5228.1,1
79.0,999.0,-2.9,1.252,5076.2,0
220.0,999.0,-1.8,0.644,5008.7,0
1092.0,999.0,-3.4,0.724,5017.5,0
340.0,999.0,-0.1,4.076,5195.8,0
245.0,999.0,-1.7,0.904,4991.6,1
676.0,999.0,1.1,4.859,5191.0,1
227.0,999.0,1.1,4.857,5191.0,0
18.0,999.0,-0.1,4.021,5195.8,0
657.0,999.0,-1.8,1.299,5099.1,1
352.0,999.0,-0.1,4.076,5195.8,0
7.0,999.0,1.4,4.962,5228.1,0
208.0,999.0,1.4,4.964,5228.1,0
1574.0,999.0,1.4,4.962,5228.1,1
91.0,999.0,1.4,4.97,5228.1,0
426.0,999.0,1.4,4.967,5228.1,0
775.0,999.0,-1.8,1.291,5099.1,1
102.0,999.0,-1.8,1.281,5099.1,0
221.0,999.0,1.1,4.856,5191.0,0
599.0,999.0,1.4,4.864,5228.1,0
539.0,999.0,1.4,4.962,5228.1,0
339.0,999.0,1.1,4.864,5191.0,0
96.0,999.0,-1.8,1.281,5099.1,0
159.0,999.0,1.1,4.857,5191.0,0
20.0,6.0,-0.1,4.076,5195.8,0
207.0,999.0,1.4,4.962,5228.1,0
101.0,999.0,1.4,4.957,5228.1,0
105.0,999.0,-1.8,1.266,5099.1,0
174.0,999.0,1.4,4.963,5228.1,0
174.0,999.0,1.1,4.859,5191.0,0
273.0,999.0,-0.1,4.153,5195.8,0
33.0,999.0,1.1,4.864,5191.0,0
71.0,999.0,-1.8,1.27,5099.1,0
111.0,999.0,-1.8,1.405,5099.1,0
126.0,999.0,-1.8,1.327,5099.1,0
130.0,999.0,1.4,4.963,5228.1,0
321.0,999.0,1.4,4.96,5228.1,0
260.0,999.0,1.1,4.859,5191.0,0
1088.0,999.0,1.1,4.86,5191.0,0
187.0,999.0,-1.8,1.313,5099.1,0
192.0,999.0,1.1,4.86,5191.0,0
191.0,999.0,-0.1,4.153,5195.8,0
72.0,999.0,1.4,4.866,5228.1,0
126.0,999.0,-0.1,4.12,5195.8,0
451.0,999.0,-1.8,1.291,5099.1,0
86.0,999.0,1.4,4.963,5228.1,0
466.0,999.0,-1.8,1.344,5099.1,0
39.0,999.0,-1.8,1.313,5099.1,0
416.0,999.0,1.4,4.96,5228.1,0
141.0,999.0,1.1,4.855,5191.0,0
744.0,3.0,-2.9,0.849,5076.2,1
87.0,999.0,1.1,4.857,5191.0,0
868.0,999.0,1.1,4.864,5191.0,0
133.0,999.0,-0.1,4.12,5195.8,0
120.0,999.0,1.4,4.962,5228.1,0
351.0,999.0,-2.9,1.26,5076.2,1
145.0,999.0,-1.8,1.313,5099.1,0
305.0,999.0,-0.1,4.076,5195.8,0
187.0,999.0,1.1,4.859,5191.0,0
115.0,999.0,1.4,4.865,5228.1,0
260.0,999.0,1.4,4.963,5228.1,0
319.0,999.0,1.4,4.957,5228.1,0
388.0,999.0,-1.8,1.299,5099.1,0
0.0,999.0,-1.8,1.299,5099.1,0
337.0,999.0,-1.8,1.291,5099.1,0
1745.0,999.0,-3.4,0.739,5017.5,0
176.0,7.0,-3.4,0.714,5017.5,0
418.0,999.0,-1.8,0.653,5008.7,1
215.0,999.0,1.1,4.856,5191.0,0
305.0,999.0,1.4,4.962,5228.1,0
270.0,999.0,1.1,4.856,5191.0,0
7.0,999.0,-1.8,1.405,5099.1,0
71.0,999.0,1.4,4.962,5228.1,0
227.0,999.0,1.4,4.864,5228.1,0
339.0,999.0,1.4,4.963,5228.1,0
13.0,999.0,1.4,4.968,5228.1,0
787.0,999.0,-2.9,1.26,5076.2,1
264.0,999.0,1.4,4.957,5228.1,0
359.0,999.0,1.4,4.963,5228.1,0
127.0,999.0,-1.8,1.281,5099.1,0
2462.0,999.0,-0.1,4.191,5195.8,1
179.0,999.0,1.1,4.858,5191.0,0
242.0,999.0,1.1,4.857,5191.0,0
417.0,999.0,-1.8,0.699,5008.7,1
358.0,999.0,1.4,4.965,5228.1,0
146.0,12.0,-1.1,0.982,4963.6,0
262.0,999.0,1.4,4.962,5228.1,0
279.0,999.0,-1.8,1.405,5099.1,1
354.0,999.0,-1.8,1.405,5099.1,0
464.0,999.0,1.4,4.962,5228.1,0
28.0,999.0,1.4,4.962,5228.1,0
49.0,999.0,1.4,4.961,5228.1,0
126.0,999.0,1.4,4.96,5228.1,0
440.0,999.0,1.1,4.86,5191.0,0
254.0,999.0,1.1,4.856,5191.0,0
244.0,3.0,-1.1,0.878,4963.6,1
398.0,999.0,1.4,4.962,5228.1,0
337.0,999.0,1.1,4.857,5191.0,0
152.0,999.0,1.4,4.96,5228.1,0
519.0,999.0,-1.8,1.405,5099.1,0
9.0,999.0,1.4,4.964,5228.1,0
31.0,999.0,1.4,4.962,5228.1,0
305.0,999.0,-1.8,1.799,5099.1,1
166.0,999.0,-1.8,1.344,5099.1,0
241.0,999.0,-1.8,1.334,5099.1,0
221.0,999.0,1.4,4.964,5228.1,0
315.0,999.0,1.1,4.857,5191.0,0
221.0,999.0,1.4,4.957,5228.1,0
283.0,999.0,-1.8,1.334,5099.1,0
479.0,6.0,-1.7,0.715,4991.6,1
144.0,999.0,1.4,4.963,5228.1,0
164.0,999.0,1.4,4.962,5228.1,0
27.0,999.0,1.4,4.962,5228.1,0
515.0,999.0,-1.8,1.531,5099.1,1
180.0,999.0,-1.8,1.405,5099.1,0
117.0,999.0,1.4,4.962,5228.1,0
85.0,999.0,1.4,4.963,5228.1,0
266.0,999.0,-0.1,4.827,5195.8,1
389.0,999.0,1.1,4.857,5191.0,0
657.0,6.0,-1.7,0.704,4991.6,1
200.0,999.0,1.4,4.962,5228.1,0
136.0,999.0,1.4,4.967,5228.1,0
379.0,999.0,1.4,4.964,5228.1,0
321.0,999.0,-0.1,4.076,5195.8,0
230.0,999.0,1.1,4.859,5191.0,0
256.0,999.0,1.4,4.962,5228.1,0
147.0,999.0,1.4,4.962,5228.1,0
352.0,999.0,1.1,4.857,5191.0,0
789.0,999.0,-0.1,4.191,5195.8,1
149.0,999.0,1.4,4.966,5228.1,0
131.0,999.0,-3.4,0.715,5017.5,1
81.0,999.0,1.1,4.855,5191.0,0
738.0,999.0,1.1,4.859,5191.0,0
112.0,999.0,-2.9,1.262,5076.2,0
100.0,999.0,-1.8,1.266,5099.1,0
618.0,999.0,1.4,4.965,5228.1,1
6.0,999.0,-0.1,4.021,5195.8,0
152.0,999.0,-1.8,1.266,5099.1,0
100.0,999.0,1.4,4.965,5228.1,0
199.0,999.0,1.1,4.856,5191.0,0
168.0,999.0,1.4,4.968,5228.1,0
360.0,999.0,-0.1,4.12,5195.8,0
68.0,999.0,1.4,4.97,5228.1,0
352.0,999.0,1.1,4.857,5191.0,0
203.0,6.0,-1.1,0.982,4963.6,1
1150.0,999.0,1.4,4.958,5228.1,1
128.0,999.0,1.4,4.962,5228.1,0
162.0,999.0,-1.8,1.344,5099.1,0
139.0,999.0,-1.8,1.415,5099.1,0
135.0,999.0,1.1,4.86,5191.0,0
699.0,999.0,1.4,4.962,5228.1,0
539.0,999.0,1.1,4.86,5191.0,1
165.0,999.0,-1.8,1.281,5099.1,0
113.0,999.0,1.4,4.962,5228.1,0
140.0,999.0,-2.9,1.26,5076.2,1
80.0,999.0,-1.7,0.732,4991.6,0
434.0,999.0,-1.8,1.354,5099.1,0
771.0,999.0,-1.8,1.281,5099.1,0
255.0,3.0,-1.8,0.637,5008.7,1
204.0,999.0,-2.9,0.873,5076.2,1
269.0,999.0,1.4,4.968,5228.1,0
184.0,999.0,1.4,4.967,5228.1,0
42.0,999.0,-0.1,4.153,5195.8,0
257.0,999.0,-1.8,1.405,5099.1,0
177.0,999.0,1.4,4.964,5228.1,0
108.0,999.0,1.4,4.968,5228.1,0
169.0,999.0,-1.8,1.266,5099.1,0
283.0,999.0,-1.8,1.25,5099.1,0
342.0,999.0,1.4,4.957,5228.1,0
136.0,999.0,-2.9,1.26,5076.2,1
332.0,999.0,-1.8,1.405,5099.1,0
393.0,999.0,-1.8,1.291,5099.1,0
312.0,999.0,-0.1,4.021,5195.8,0
10.0,999.0,1.4,4.968,5228.1,0
121.0,999.0,1.4,4.864,5228.1,0
1058.0,999.0,-0.1,4.076,5195.8,0
94.0,999.0,1.4,4.965,5228.1,0
122.0,999.0,1.4,4.968,5228.1,0
1038.0,999.0,1.4,4.965,5228.1,1
293.0,999.0,-3.4,0.788,5017.5,1
57.0,999.0,1.4,4.96,5228.1,0
248.0,999.0,1.1,4.857,5191.0,0
152.0,999.0,-1.1,1.039,4963.6,0
38.0,999.0,1.4,4.963,5228.1,0
99.0,999.0,-3.4,0.716,5017.5,0
413.0,999.0,-1.8,1.406,5099.1,1
243.0,999.0,1.1,4.864,5191.0,0
102.0,999.0,-1.8,1.25,5099.1,0
120.0,999.0,1.4,4.962,5228.1,0
733.0,999.0,1.4,4.966,5228.1,1
201.0,999.0,-1.8,1.281,5099.1,0
159.0,999.0,1.4,4.963,5228.1,0
340.0,999.0,-1.8,1.405,5099.1,0
238.0,999.0,-2.9,1.215,5076.2,0
15.0,999.0,-1.8,1.244,5099.1,0
59.0,999.0,1.4,4.967,5228.1,0
217.0,999.0,1.4,4.957,5228.1,0
566.0,999.0,1.4,4.959,5228.1,0
278.0,999.0,-1.8,1.435,5099.1,0
173.0,999.0,-1.8,1.344,5099.1,0
273.0,999.0,1.4,4.961,5228.1,0
147.0,999.0,1.4,4.963,5228.1,0
175.0,999.0,1.1,4.859,5191.0,0
97.0,999.0,1.4,4.965,5228.1,0
218.0,999.0,-1.8,1.313,5099.1,0
162.0,999.0,-1.8,1.327,5099.1,0
192.0,999.0,-0.1,4.12,5195.8,0
100.0,999.0,1.4,4.96,5228.1,0
364.0,999.0,-3.4,0.742,5017.5,1
212.0,999.0,1.4,4.961,5228.1,0
492.0,999.0,1.1,4.858,5191.0,0
297.0,999.0,-1.8,1.313,5099.1,0
238.0,999.0,-1.8,1.405,5099.1,0
47.0,999.0,1.4,4.962,5228.1,0
111.0,999.0,1.4,4.968,5228.1,0
1437.0,999.0,-0.1,4.153,5195.8,1
48.0,999.0,1.4,4.962,5228.1,0
354.0,999.0,1.1,4.857,5191.0,0
363.0,6.0,-1.8,0.655,5008.7,1
260.0,3.0,-3.4,0.788,5017.5,1
196.0,999.0,1.4,4.962,5228.1,0
158.0,999.0,1.1,4.857,5191.0,0
104.0,999.0,-1.8,1.405,5099.1,0
160.0,999.0,-1.8,1.344,5099.1,0
181.0,999.0,1.4,4.961,5228.1,0
70.0,999.0,-2.9,0.869,5076.2,0
263.0,999.0,-1.8,0.635,5008.7,0
158.0,999.0,1.1,4.86,5191.0,0
97.0,999.0,-1.8,1.281,5099.1,0
107.0,999.0,-0.1,4.076,5195.8,0
75.0,999.0,-1.8,1.266,5099.1,0
1065.0,999.0,-0.1,4.12,5195.8,0
133.0,999.0,1.4,4.968,5228.1,0
300.0,999.0,-1.8,1.423,5099.1,1
253.0,999.0,1.1,4.857,5191.0,0
284.0,999.0,1.1,4.86,5191.0,0
120.0,999.0,1.4,4.963,5228.1,0
258.0,999.0,1.1,4.857,5191.0,0
215.0,6.0,-1.8,0.649,5008.7,1
58.0,999.0,-1.8,1.344,5099.1,0
115.0,999.0,1.1,4.858,5191.0,0
319.0,999.0,1.1,4.857,5191.0,0
334.0,6.0,-1.1,1.049,4963.6,1
166.0,999.0,1.4,4.961,5228.1,0
324.0,999.0,1.1,4.857,5191.0,0
250.0,999.0,-0.1,4.153,5195.8,0
33.0,999.0,1.1,4.857,5191.0,0
45.0,999.0,-1.8,1.405,5099.1,0
109.0,999.0,1.1,4.857,5191.0,0
136.0,999.0,1.1,4.858,5191.0,0
168.0,999.0,1.1,4.858,5191.0,0
321.0,999.0,1.4,4.961,5228.1,0
42.0,999.0,1.4,4.967,5228.1,0
119.0,999.0,1.4,4.964,5228.1,0
234.0,999.0,-3.4,0.753,5017.5,1
186.0,999.0,1.4,4.963,5228.1,0
156.0,999.0,-1.8,1.405,5099.1,0
119.0,999.0,1.4,4.962,5228.1,0
147.0,999.0,1.1,4.856,5191.0,0
84.0,999.0,1.4,4.968,5228.1,0
18.0,999.0,-1.8,1.244,5099.1,0
13.0,999.0,-1.8,1.313,5099.1,0
94.0,999.0,1.4,4.963,5228.1,0
471.0,999.0,1.4,4.962,5228.1,0
33.0,999.0,-1.8,1.266,5099.1,0
236.0,999.0,1.1,4.86,5191.0,0
233.0,999.0,-1.8,1.445,5099.1,0
16.0,999.0,1.4,4.959,5228.1,0
99.0,999.0,1.4,4.962,5228.1,0
123.0,999.0,1.4,4.961,5228.1,0
179.0,999.0,1.1,4.859,5191.0,0
47.0,999.0,-1.8,1.415,5099.1,0
106.0,3.0,-2.9,1.26,5076.2,0
158.0,999.0,-0.1,4.12,5195.8,0
133.0,999.0,1.1,4.857,5191.0,0
210.0,999.0,-1.1,0.88,4963.6,0
387.0,999.0,-1.8,0.654,5008.7,1
183.0,999.0,1.4,4.964,5228.1,0
123.0,999.0,-2.9,1.029,5076.2,0
75.0,999.0,-0.1,4.021,5195.8,0
199.0,999.0,1.1,4.864,5191.0,0
184.0,999.0,1.4,4.967,5228.1,0
180.0,999.0,1.4,4.968,5228.1,0
728.0,999.0,-0.1,4.076,5195.8,1
415.0,999.0,1.4,4.957,5228.1,1
291.0,999.0,1.1,4.858,5191.0,0
99.0,999.0,-1.1,0.987,4963.6,0
358.0,999.0,1.1,4.857,5191.0,0
26.0,999.0,-1.8,1.405,5099.1,0
67.0,999.0,1.4,4.963,5228.1,0
78.0,999.0,1.4,4.961,5228.1,0
72.0,999.0,1.4,4.958,5228.1,0
492.0,999.0,1.4,4.959,5228.1,0
172.0,999.0,-1.8,1.405,5099.1,0
300.0,999.0,-1.8,0.682,5008.7,1
172.0,999.0,1.4,4.959,5228.1,0
73.0,999.0,-1.8,1.365,5099.1,0
102.0,999.0,-0.1,4.12,5195.8,0
172.0,999.0,-1.8,1.25,5099.1,0
187.0,999.0,-1.8,1.334,5099.1,0
703.0,999.0,1.4,4.965,5228.1,1
633.0,999.0,-0.1,4.153,5195.8,0
49.0,999.0,1.1,4.86,5191.0,0
82.0,999.0,-1.8,1.663,5099.1,0
222.0,999.0,1.4,4.96,5228.1,0
173.0,6.0,-1.8,0.639,5008.7,1
431.0,999.0,1.4,4.962,5228.1,0
168.0,15.0,-2.9,0.849,5076.2,1
215.0,999.0,-1.8,1.299,5099.1,0
213.0,999.0,-0.1,4.12,5195.8,0
150.0,999.0,-0.1,4.153,5195.8,0
226.0,999.0,-1.8,1.244,5099.1,0
199.0,999.0,1.4,4.957,5228.1,0
164.0,999.0,-1.8,1.405,5099.1,1
129.0,999.0,-1.8,1.313,5099.1,0
52.0,999.0,1.4,4.962,5228.1,0
115.0,999.0,1.1,4.857,5191.0,0
155.0,999.0,1.4,4.962,5228.1,0
144.0,999.0,1.1,4.855,5191.0,0
851.0,999.0,1.4,4.967,5228.1,0
124.0,999.0,1.4,4.957,5228.1,0
131.0,999.0,-1.8,1.538,5099.1,0
207.0,999.0,1.4,4.957,5228.1,0
517.0,999.0,-1.8,1.244,5099.1,0
261.0,999.0,1.4,4.961,5228.1,0
57.0,999.0,1.4,4.962,5228.1,0
140.0,999.0,1.4,4.964,5228.1,0
103.0,999.0,1.4,4.964,5228.1,0
401.0,999.0,1.4,4.968,5228.1,1
306.0,999.0,1.1,4.864,5191.0,0
140.0,999.0,-0.1,4.076,5195.8,0
325.0,4.0,-2.9,0.881,5076.2,0
134.0,999.0,-1.8,1.281,5099.1,0
81.0,999.0,1.4,4.96,5228.1,0
292.0,999.0,1.4,4.963,5228.1,0
127.0,999.0,-1.1,0.881,4963.6,0
65.0,999.0,1.4,4.963,5228.1,0
294.0,999.0,-1.8,1.344,5099.1,0
23.0,999.0,1.4,4.962,5228.1,0
248.0,999.0,-1.8,1.281,5099.1,0
1008.0,999.0,-1.7,0.876,4991.6,1
205.0,999.0,1.1,4.857,5191.0,0
267.0,999.0,-1.8,1.405,5099.1,0
566.0,999.0,-1.8,1.405,5099.1,0
268.0,999.0,-2.9,0.884,5076.2,0
66.0,3.0,-0.1,4.12,5195.8,0
117.0,999.0,1.4,4.966,5228.1,0
349.0,999.0,1.4,4.947,5228.1,0
118.0,999.0,1.4,4.962,5228.1,0
138.0,999.0,-0.1,4.191,5195.8,0
112.0,999.0,1.4,4.962,5228.1,0
289.0,999.0,-1.8,1.41,5099.1,0
136.0,999.0,-0.2,3.282,5176.3,0
104.0,999.0,1.1,4.86,5191.0,0
70.0,999.0,-1.8,1.703,5099.1,0
102.0,999.0,1.4,4.965,5228.1,0
376.0,999.0,-1.8,1.453,5099.1,0
658.0,999.0,-1.8,0.655,5008.7,1
136.0,999.0,1.4,4.961,5228.1,0
202.0,999.0,-1.8,1.266,5099.1,0
189.0,999.0,-1.8,1.334,5099.1,0
212.0,3.0,-1.1,1.048,4963.6,0
72.0,999.0,-1.8,1.266,5099.1,0
261.0,999.0,1.4,4.959,5228.1,0
90.0,999.0,1.4,4.961,5228.1,0
1063.0,999.0,1.1,4.857,5191.0,1
50.0,999.0,1.4,4.964,5228.1,0
307.0,999.0,1.1,4.857,5191.0,0
183.0,999.0,1.4,4.963,5228.1,0
455.0,999.0,-1.8,1.313,5099.1,0
81.0,999.0,1.4,4.968,5228.1,0
240.0,999.0,1.1,4.857,5191.0,0
161.0,999.0,-1.8,1.281,5099.1,0
50.0,999.0,-1.8,1.281,5099.1,0
540.0,999.0,1.4,4.963,5228.1,1
115.0,999.0,1.4,4.957,5228.1,0
104.0,999.0,-1.8,1.281,5099.1,0
223.0,999.0,-0.1,4.076,5195.8,0
207.0,6.0,-1.1,1.05,4963.6,0
367.0,999.0,-1.8,1.266,5099.1,0
138.0,999.0,1.4,4.964,5228.1,0
587.0,999.0,-3.4,0.797,5017.5,1
447.0,999.0,-1.8,1.327,5099.1,0
278.0,999.0,-1.8,1.466,5099.1,0
330.0,999.0,1.4,4.958,5228.1,0
105.0,999.0,1.4,4.962,5228.1,0
110.0,999.0,-2.9,1.26,5076.2,1
89.0,999.0,-1.8,1.405,5099.1,0
480.0,999.0,1.1,4.857,5191.0,0
78.0,999.0,1.1,4.858,5191.0,0
437.0,999.0,-1.8,1.266,5099.1,0
92.0,999.0,1.4,4.963,5228.1,0
204.0,999.0,1.4,4.968,5228.1,0
119.0,999.0,-0.2,3.053,5176.3,1
353.0,999.0,1.1,4.857,5191.0,0
16.0,999.0,1.4,4.959,5228.1,0
483.0,8.0,-1.7,0.822,4991.6,1
142.0,999.0,-1.8,1.415,5099.1,0
61.0,999.0,1.1,4.864,5191.0,0
84.0,999.0,-3.4,0.714,5017.5,0
317.0,999.0,-1.1,0.878,4963.6,0
44.0,999.0,-0.1,4.191,5195.8,0
491.0,999.0,-1.8,1.281,5099.1,0
345.0,999.0,1.4,4.962,5228.1,0
651.0,999.0,1.4,4.964,5228.1,0
83.0,999.0,1.4,4.965,5228.1,0
231.0,999.0,-0.1,4.076,5195.8,0
128.0,999.0,1.4,4.96,5228.1,0
112.0,999.0,-1.8,1.405,5099.1,0
821.0,999.0,1.4,4.962,5228.1,0
69.0,999.0,1.4,4.961,5228.1,0
134.0,6.0,-3.4,0.743,5017.5,0
54.0,999.0,-1.1,0.982,4963.6,0
265.0,999.0,1.1,4.856,5191.0,0
259.0,999.0,-1.8,1.299,5099.1,0
109.0,999.0,-3.0,0.707,5023.5,0
11.0,999.0,-1.8,1.281,5099.1,0
150.0,999.0,1.4,4.964,5228.1,0
174.0,999.0,-1.8,1.327,5099.1,0
251.0,999.0,1.4,4.962,5228.1,0
889.0,999.0,-1.8,1.811,5099.1,0
52.0,999.0,-0.1,4.076,5195.8,0
372.0,999.0,-1.8,1.405,5099.1,0
168.0,999.0,-1.8,1.299,5099.1,0
170.0,999.0,1.1,4.857,5191.0,0
294.0,999.0,1.4,4.959,5228.1,0
102.0,999.0,1.4,4.947,5228.1,0
74.0,999.0,1.4,4.968,5228.1,0
109.0,999.0,-1.1,0.882,4963.6,0
202.0,999.0,1.1,4.856,5191.0,0
78.0,999.0,1.1,4.856,5191.0,0
63.0,999.0,1.4,4.958,5228.1,0
81.0,999.0,-0.1,4.191,5195.8,0
100.0,999.0,1.1,4.864,5191.0,0
84.0,999.0,1.4,4.968,5228.1,0
223.0,999.0,-1.8,1.291,5099.1,0
504.0,999.0,-0.1,4.021,5195.8,1
449.0,999.0,-1.8,1.41,5099.1,0
195.0,999.0,-1.8,1.614,5099.1,1
222.0,999.0,1.4,4.866,5228.1,0
40.0,999.0,-1.8,1.354,5099.1,0
129.0,999.0,1.1,4.855,5191.0,0
200.0,999.0,1.1,4.857,5191.0,0
76.0,999.0,-1.8,1.405,5099.1,0
63.0,999.0,1.4,4.961,5228.1,0
141.0,999.0,1.4,4.96,5228.1,0
84.0,999.0,-0.1,4.153,5195.8,0
139.0,999.0,1.1,4.857,5191.0,0
537.0,999.0,-1.8,1.281,5099.1,0
373.0,999.0,-2.9,0.883,5076.2,0
57.0,999.0,1.1,4.86,5191.0,0
1394.0,6.0,-1.1,0.881,4963.6,1
1548.0,999.0,-0.1,4.12,5195.8,0
21.0,999.0,1.4,4.968,5228.1,0
126.0,999.0,-0.1,4.076,5195.8,0
93.0,999.0,1.1,4.855,5191.0,0
77.0,999.0,1.4,4.866,5228.1,0
673.0,999.0,1.4,4.962,5228.1,0
334.0,999.0,-1.8,1.41,5099.1,1
219.0,999.0,-0.1,4.076,5195.8,0
123.0,999.0,1.4,4.963,5228.1,0
480.0,999.0,1.4,4.962,5228.1,0
587.0,999.0,1.4,4.963,5228.1,0
165.0,16.0,-1.7,0.876,4991.6,1
70.0,999.0,1.1,4.857,5191.0,0
83.0,999.0,1.1,4.857,5191.0,0
164.0,999.0,-0.1,4.153,5195.8,0
137.0,999.0,1.4,4.968,5228.1,0
474.0,999.0,1.1,4.857,5191.0,0
211.0,999.0,-1.8,1.354,5099.1,0
99.0,999.0,-1.8,1.354,5099.1,0
218.0,999.0,1.1,4.857,5191.0,0
285.0,999.0,-3.4,0.742,5017.5,0
194.0,999.0,1.1,4.856,5191.0,0
351.0,999.0,-1.8,1.299,5099.1,0
81.0,999.0,1.4,4.963,5228.1,0
69.0,999.0,1.1,4.859,5191.0,0
1662.0,999.0,-0.1,4.12,5195.8,0
367.0,999.0,1.4,4.963,5228.1,0
294.0,999.0,1.1,4.856,5191.0,0
200.0,999.0,1.1,4.857,5191.0,0
769.0,999.0,1.4,4.96,5228.1,0
161.0,999.0,1.4,4.963,5228.1,0
219.0,999.0,1.4,4.962,5228.1,0
166.0,12.0,-1.8,1.264,5099.1,0
339.0,999.0,-0.1,4.153,5195.8,0
254.0,3.0,-2.9,0.873,5076.2,1
145.0,999.0,-1.8,1.266,5099.1,0
220.0,999.0,1.1,4.859,5191.0,0
637.0,999.0,-1.8,1.291,5099.1,1
411.0,999.0,1.1,4.857,5191.0,0
174.0,999.0,1.4,4.962,5228.1,0
393.0,999.0,1.4,4.968,5228.1,0
